C Data Columns are: time,Chan 101,time,Chan 102,time,Chan 103
126.502,2.46528,126.51,1.83816,126.522,1.08849
127.002,2.46492,127.01,1.84579,127.021,1.09935
127.502,2.46763,127.51,1.85384,127.521,1.11012
128.002,2.46777,128.01,1.86139,128.021,1.12097
128.502,2.46962,128.51,1.86873,128.522,1.13175
129.002,2.46962,129.01,1.87663,129.022,1.14171
129.502,2.47219,129.51,1.88426,129.522,1.15307
130.002,2.47147,130.01,1.89188,130.022,1.16314
130.502,2.47418,130.51,1.89986,130.522,1.17413
131.002,2.47425,131.01,1.90755,131.022,1.18502
131.502,2.47589,131.51,1.9151,131.522,1.19558
132.002,2.47575,132.01,1.92244,132.035,1.20628
132.502,2.47796,132.51,1.93049,132.518,1.21668
133.002,2.47796,133.01,1.93811,133.018,1.22708
133.502,2.47995,133.51,1.94602,133.518,1.23827
134.002,2.47952,134.01,1.95371,134.018,1.24909
134.502,2.48187,134.51,1.96134,134.518,1.25914
135.002,2.4818,135.01,1.96917,135.018,1.27068
135.502,2.48351,135.51,1.97665,135.518,1.28072
136.002,2.48252,136.01,1.98427,136.018,1.29127
136.502,2.48529,136.51,1.99218,136.518,1.30267
137.002,2.48494,137.01,1.99973,137.018,1.31264
137.502,2.48693,137.51,2.00743,137.518,1.32325
138.002,2.48643,138.01,2.01533,138.018,1.33373
138.502,2.48829,138.51,2.02296,138.518,1.34477
139.002,2.48829,139.01,2.03029,139.018,1.35602
139.502,2.49042,139.51,2.03827,139.518,1.36543
140.002,2.48921,140.01,2.0459,140.018,1.37761
140.502,2.49135,140.51,2.05359,140.518,1.38751
141.002,2.49135,141.01,2.0615,141.018,1.39855
141.502,2.4927,141.51,2.06912,141.518,1.40931
142.002,2.49249,142.01,2.07696,142.018,1.42028
142.502,2.49441,142.51,2.08444,142.518,1.43161
143.002,2.49399,143.01,2.09213,143.018,1.44179
143.502,2.49591,143.51,2.09968,143.518,1.45312
144.002,2.49463,144.01,2.10766,144.018,1.46402
144.502,2.49669,144.51,2.11528,144.518,1.47535
145.002,2.49648,145.01,2.12312,145.018,1.48568
145.502,2.49769,145.51,2.13088,145.518,1.497
146.002,2.49705,146.01,2.13815,146.018,1.50862
146.502,2.49919,146.51,2.1457,146.518,1.51916
147.002,2.49854,147.01,2.15375,147.018,1.53013
147.502,2.50075,147.51,2.16137,147.518,1.54139
148.002,2.49961,148.01,2.16928,148.018,1.55179
148.502,2.50104,148.51,2.17697,148.518,1.56326
149.002,2.50118,149.01,2.18453,149.018,1.5743
149.502,2.50253,149.51,2.19201,149.518,1.58477
150.002,2.50139,150.01,2.19998,150.018,1.59595
150.502,2.50346,150.51,2.20754,150.518,1.6065
151.002,2.50289,151.01,2.21551,151.018,1.61825
151.502,2.50424,151.51,2.22307,151.518,1.62958
152.002,2.50374,152.01,2.23076,152.018,1.63948
152.502,2.5051,152.51,2.2386,152.518,1.65102
153.002,2.50439,153.01,2.24615,153.018,1.66185
153.502,2.50631,153.51,2.25363,153.518,1.67261
154.002,2.50481,154.01,2.26125,154.018,1.68286
154.502,2.50752,154.51,2.26923,154.518,1.69441
155.002,2.50659,155.01,2.27678,155.018,1.70516
155.502,2.50781,155.51,2.28476,155.518,1.71649
156.002,2.50724,156.01,2.29238,156.018,1.72682
156.502,2.50866,156.51,2.29972,156.518,1.73836
157.002,2.50816,157.01,2.30741,157.018,1.7489
157.502,2.5093,157.51,2.31539,157.518,1.76023
158.002,2.50802,158.01,2.32301,158.018,1.77056
158.502,2.50994,158.51,2.33092,158.518,1.7811
159.002,2.50973,159.01,2.33861,159.018,1.79165
159.502,2.51058,159.511,2.34617,159.519,1.80304
160.002,2.5093,160.01,2.35357,160.018,1.81359
160.502,2.51087,160.51,2.36155,160.518,1.82377
161.002,2.51051,161.01,2.3691,161.018,1.83496
161.502,2.51208,161.51,2.37708,161.518,1.84564
162.002,2.51073,162.01,2.38471,162.018,1.85662
162.502,2.51215,162.51,2.39233,162.518,1.8678
163.002,2.51151,163.01,2.40016,163.018,1.87841
163.502,2.51329,163.51,2.40757,163.518,1.8896
164.002,2.51144,164.01,2.41527,164.018,1.90057
164.502,2.51329,164.51,2.42317,164.518,1.91168
165.002,2.51236,165.01,2.4308,165.018,1.92258
165.502,2.51393,165.51,2.43849,165.518,1.93348
166.002,2.51301,166.01,2.44647,166.018,1.94467
166.502,2.5145,166.51,2.45402,166.518,1.95592
167.002,2.51329,167.01,2.46136,167.018,1.96661
167.502,2.51486,167.51,2.46934,167.518,1.97772
168.002,2.51358,168.01,2.47703,168.019,1.98905
168.502,2.51514,168.51,2.48451,168.519,1.99966
169.002,2.51457,169.011,2.49256,169.019,2.01106
169.502,2.51514,169.51,2.50018,169.518,2.02239
170.002,2.51422,170.01,2.50788,170.018,2.03314
170.502,2.51607,170.51,2.51536,170.518,2.04419
171.002,2.51514,171.01,2.52305,171.018,2.05537
171.502,2.51635,171.51,2.53067,171.518,2.06648
172.002,2.51493,172.01,2.53858,172.018,2.07774
172.502,2.51607,172.51,2.54627,172.518,2.08871
173.002,2.51614,173.01,2.55418,173.018,2.09997
173.502,2.517,173.51,2.5618,173.518,2.11122
174.002,2.51514,174.01,2.56921,174.018,2.12205
174.502,2.51728,174.51,2.57676,174.518,2.13302
175.002,2.51643,175.011,2.58481,175.019,2.14428
175.502,2.51728,175.51,2.59244,175.518,2.15539
176.002,2.51593,176.01,2.60034,176.018,2.16664
176.502,2.517,176.51,2.60804,176.518,2.17797
177.002,2.51671,177.01,2.61587,177.018,2.18866
177.502,2.51785,177.51,2.62286,177.518,2.20006
178.002,2.51571,178.01,2.63083,178.019,2.21117
178.502,2.51785,178.51,2.63846,178.518,2.2225
179.002,2.517,179.01,2.64644,179.018,2.23382
179.502,2.51785,179.51,2.65406,179.518,2.23888
180.002,2.51692,180.01,2.66182,180.018,2.25006
180.502,2.51778,180.51,2.66952,180.518,2.26153
181.002,2.51671,181.01,2.67707,181.018,2.27429
181.502,2.51814,181.51,2.68469,181.518,2.28533
182.002,2.51628,182.01,2.69224,182.018,2.2963
182.502,2.51821,182.51,2.70029,182.518,2.30791
183.002,2.51721,183.01,2.70827,183.018,2.31924
183.502,2.51814,183.51,2.71589,183.518,2.33042
184.002,2.51664,184.01,2.72337,184.018,2.34146
184.502,2.51785,184.51,2.73085,184.518,2.35286
185.002,2.51692,185.01,2.73869,185.018,2.36469
185.502,2.51814,185.51,2.74631,185.518,2.3753
186.002,2.51664,186.01,2.75393,186.018,2.3867
186.502,2.51785,186.51,2.76191,186.518,2.39803
187.002,2.51721,187.01,2.76954,187.018,2.40943
187.502,2.51814,187.51,2.77716,187.518,2.42011
188.002,2.51664,188.01,2.7845,188.018,2.43165
188.502,2.51785,188.511,2.79247,188.519,2.44369
189.002,2.51657,189.01,2.8001,189.019,2.4548
189.502,2.51792,189.51,2.808,189.518,2.46542
190.002,2.51628,190.01,2.81577,190.018,2.47696
190.502,2.51749,190.51,2.82339,190.518,2.48807
191.002,2.51664,191.01,2.83123,191.018,2.49847
191.502,2.51778,191.51,2.83871,191.518,2.50973
192.002,2.51578,192.01,2.84626,192.018,2.52098
192.502,2.51757,192.51,2.85417,192.518,2.53238
193.002,2.51607,193.01,2.86179,193.018,2.54414
193.502,2.51692,193.51,2.86941,193.518,2.55525
194.002,2.51578,194.01,2.87732,194.018,2.56636
194.502,2.51721,194.51,2.88494,194.518,2.57762
195.002,2.51578,195.01,2.89235,195.018,2.58909
195.502,2.51728,195.51,2.90026,195.518,2.59985
196.002,2.51486,196.01,2.90788,196.018,2.61509
196.502,2.51635,196.51,2.91565,196.518,2.56586
197.002,2.5155,197.01,2.92355,197.018,1.94125
197.502,2.51571,197.51,2.93118,197.518,-5.95311
198.002,2.51429,198.01,2.9388,198.018,-5.69886
198.502,2.51586,198.51,2.94642,198.518,3.15821
199.002,2.51464,199.01,2.95404,199.018,-2.64779
199.502,2.5155,199.51,2.96167,199.532,-0.102899
200.002,2.51365,200.01,2.96964,200.035,-0.0933537
200.502,2.51422,200.51,2.97734,200.522,-0.0892315
201.002,2.51415,201.01,2.98525,201.021,-0.0865155
201.502,2.51493,201.51,2.9928,201.521,-0.08453
202.002,2.51301,202.01,3.00021,202.021,-0.0836833
202.502,2.51415,202.51,3.00776,202.521,-0.0826307
203.002,2.51272,203.01,3.01574,203.021,-0.0816928
203.502,2.51393,203.51,3.02336,203.522,-0.0805154
204.002,2.51229,204.01,3.03141,204.021,-0.0799873
204.502,2.51293,204.51,3.03903,204.522,-0.0793766
205.002,2.51179,205.01,3.04672,205.022,-0.0792169
205.502,2.51301,205.51,3.05399,205.522,-0.078753
206.002,2.51087,206.01,3.06183,206.022,-0.078237
206.502,2.51272,206.51,3.06959,206.546,-5.89911
207.002,2.5108,207.01,3.0775,207.018,-5.91172
207.502,2.51151,207.511,3.08512,207.519,-5.89825
208.002,2.51087,208.01,3.09267,208.018,-5.90224
208.502,2.51108,208.51,3.10044,208.518,-5.90445
209.002,2.50994,209.01,3.10799,209.018,-2.02239
209.502,2.5108,209.51,3.11561,209.532,0.228602
210.002,2.50873,210.01,3.12331,210.022,0.227334
210.502,2.51023,210.51,3.13121,210.522,0.22705
211.002,2.50902,211.01,3.13919,211.022,0.227206
211.502,2.5093,211.51,3.14681,211.522,0.226786
212.002,2.50745,212.01,3.15429,212.022,0.226686
212.502,2.50873,212.51,3.16185,212.536,-5.88009
213.002,2.50752,213.01,3.16968,213.018,-5.83806
213.502,2.50809,213.51,3.1773,213.518,-5.84775
214.002,2.50595,214.01,3.185,214.018,-5.87817
214.502,2.50716,214.51,3.19291,214.518,-1.82114
215.002,2.50631,215.01,3.20053,215.018,2.1519
215.502,2.50659,215.51,3.20808,215.518,2.14933
216.002,2.50417,216.01,3.21542,216.018,2.14834
216.502,2.50538,216.51,3.22347,216.518,2.1477
217.002,2.50403,217.01,3.23102,217.018,2.1472
217.502,2.50503,217.51,3.239,217.518,2.14641
218.002,2.50303,218.01,3.24662,218.018,1.78317
218.502,2.50339,218.51,3.25424,218.518,-1.04877
219.002,2.50253,219.01,3.26215,219.018,1.89031
219.502,2.50339,219.51,3.26956,219.518,1.16632
220.002,2.50068,220.01,3.27725,220.018,1.23285
220.502,2.50161,220.51,3.28516,220.519,1.23741
221.002,2.49976,221.01,3.29285,221.018,1.23292
221.502,2.50075,221.51,3.30048,221.518,1.23185
222.002,2.49919,222.011,3.30838,222.019,5.15424
222.502,2.4994,222.51,3.31593,222.532,0.824299
223.002,2.49769,223.01,3.32341,223.022,0.822156
223.502,2.49854,223.51,3.33139,223.522,0.469282
224.002,2.49577,224.01,3.33894,224.022,-0.300031
224.502,2.49655,224.51,3.34657,224.522,-0.177662
225.002,2.49484,225.01,3.35462,225.036,-0.0713845
225.502,2.49441,225.51,3.36217,225.536,-0.162315
226.002,2.49228,226.01,3.36993,226.022,-0.613188
226.502,2.49285,226.51,3.37748,226.536,0.0134384
227.002,2.49042,227.01,3.38511,227.047,1.87129
227.502,2.49007,227.51,3.39273,227.532,0.307673
228.002,2.48736,228.01,3.40071,228.022,-0.658296
228.502,2.48672,228.51,3.40833,228.536,-2.30941
229.002,2.48487,229.01,3.41617,229.018,-2.72565
229.502,2.48323,229.51,3.42372,229.518,-4.37325
230.002,2.4796,230.01,3.43113,230.032,-0.114557
230.502,2.47895,230.51,3.43882,230.522,0.565893
231.002,2.47518,231.01,3.44687,231.022,0.316781
231.502,2.47304,231.51,3.45449,231.522,0.110776
232.002,2.46813,232.01,3.46233,232.022,0.197246
232.502,2.46492,232.51,3.46995,232.522,0.10421
233.002,2.45979,233.01,3.47757,233.036,0.0689229
233.502,2.45616,233.51,3.48484,233.522,0.0984587
234.002,2.44896,234.01,3.49296,234.022,0.0766769
234.502,2.4449,234.51,3.50058,234.536,0.147017
235.002,2.43735,235.01,3.50849,235.022,0.145287
235.502,2.43144,235.51,3.51597,235.522,0.140181
236.002,2.4236,236.01,3.52381,236.036,0.0872738
236.502,2.41584,236.51,3.53143,236.536,0.13949
237.002,2.40672,237.01,3.53905,237.022,0.139746
237.502,2.39917,237.51,3.54668,237.522,0.139946
238.002,2.38784,238.01,3.5543,238.022,0.139967
238.502,2.37965,238.51,3.56213,238.522,0.139647
239.002,2.36853,239.01,3.57026,239.022,0.139654
239.502,2.3587,239.51,3.57781,239.522,0.139504
240.002,2.3456,240.01,3.58536,240.022,0.139654
240.502,2.33455,240.51,3.59284,240.522,0.139825
241.002,2.32116,241.01,3.60075,241.022,0.139497
241.502,2.30969,241.51,3.60851,241.522,0.139575
242.002,2.29359,242.01,3.61606,242.022,0.139547
242.502,2.28063,242.51,3.62404,242.522,0.139433
243.002,2.26588,243.01,3.63159,243.022,0.139454
243.502,2.25028,243.51,3.63914,243.522,0.139682
244.002,2.23211,244.01,3.64648,244.023,0.139526
244.502,2.21616,244.51,3.6546,244.523,0.139739
245.002,2.19735,245.01,3.66222,245.022,0.13964
245.502,2.17961,245.51,3.67013,245.522,0.13959
246.002,2.15888,246.01,3.67775,246.022,0.139583
246.502,2.13972,246.51,3.68531,246.522,0.139462
247.002,2.11649,247.01,3.69314,247.022,0.139575
247.502,2.09484,247.51,3.70069,247.522,0.139682
248.002,2.06919,248.011,3.70824,248.022,0.139753
248.502,2.04561,248.511,3.71601,248.522,0.139981
249.002,2.01826,249.011,3.72392,249.022,0.139932
249.502,1.99147,249.511,3.73154,249.522,0.139839
250.002,1.96183,250.01,3.73945,250.022,0.139718
250.502,1.92949,250.51,3.74686,250.522,0.139796
251.002,1.88646,251.01,3.75441,251.022,0.139611
251.527,0,251.538,3.7574,251.55,0.138408
252.002,0,252.014,3.75747,252.025,0.13964
252.502,0,252.515,3.7574,252.526,0.139618
253.002,0,253.014,3.75747,253.025,0.139782
253.502,0,253.514,3.75747,253.525,0.139518
254.002,0,254.014,3.7574,254.025,0.139604
254.502,0,254.514,3.75747,254.526,0.139397
255.002,0,255.014,3.7574,255.025,0.139704
255.502,0,255.514,3.7574,255.525,0.13959
